"","point_tp","point_fp","bcr"
"sin_coeff=6",0.0866666666666667,0,0.543333333333333
"sin_coeff=6.5",0.0866666666666667,0,0.543333333333333
"sin_coeff=7",0.28,0,0.64
"sin_coeff=7.5",0.32,0,0.66
"sin_coeff=8",0.58,0,0.79
"sin_coeff=8.5",0.62,0,0.81
"sin_coeff=9",0.64,0,0.82
"sin_coeff=9.5",0.9,0,0.95
"sin_coeff=10",0.926666666666667,0,0.963333333333333
