"","point_tp","point_fp","bcr"
"zero_len=2",0.00666666666666667,0,0.503333333333333
"zero_len=3",0.0466666666666667,0,0.523333333333333
"zero_len=4",0.2,0,0.6
"zero_len=5",0.433333333333333,0,0.716666666666667
"zero_len=6",0.566666666666667,0,0.783333333333333
"zero_len=7",0.686666666666667,0,0.843333333333333
"zero_len=8",0.666666666666667,0,0.833333333333333
"zero_len=9",0.826666666666667,0,0.913333333333333
"zero_len=10",0.786666666666667,0,0.893333333333333
