"","point_tp","point_fp","bcr"
"zero_len=2",0.02,0,0.51
"zero_len=3",0.12,0,0.56
"zero_len=4",0.27,0,0.635
"zero_len=5",0.42,0,0.71
"zero_len=6",0.69,0,0.845
"zero_len=7",0.72,0,0.86
"zero_len=8",0.83,0,0.915
"zero_len=9",0.81,0,0.905
"zero_len=10",0.89,0,0.945
