"","point_tp","point_fp","bcr"
"sin_coeff=6",0.05,0,0.525
"sin_coeff=6.5",0.17,0,0.585
"sin_coeff=7",0.25,0,0.625
"sin_coeff=7.5",0.21,0,0.605
"sin_coeff=8",0.5,0,0.75
"sin_coeff=8.5",0.71,0,0.855
"sin_coeff=9",0.81,0,0.905
"sin_coeff=9.5",0.86,0,0.93
"sin_coeff=10",0.84,0,0.92
