"","point_tp","point_fp","bcr"
"sin_coeff=6",0.06,0,0.53
"sin_coeff=6.5",0.166666666666667,0,0.583333333333333
"sin_coeff=7",0.226666666666667,0,0.613333333333333
"sin_coeff=7.5",0.28,0,0.64
"sin_coeff=8",0.413333333333333,0,0.706666666666667
"sin_coeff=8.5",0.54,0,0.77
"sin_coeff=9",0.713333333333333,0,0.856666666666667
"sin_coeff=9.5",0.873333333333333,0,0.936666666666667
"sin_coeff=10",0.986666666666667,0,0.993333333333333
