"","point_tp","point_fp","bcr"
"zero_len=2",0,0,0.5
"zero_len=3",0.06,0,0.53
"zero_len=4",0.14,0,0.57
"zero_len=5",0.25,0,0.625
"zero_len=6",0.35,0,0.675
"zero_len=7",0.53,0,0.765
"zero_len=8",0.6,0,0.8
"zero_len=9",0.67,0,0.835
"zero_len=10",0.81,0,0.905
