"","point_tp","point_fp","bcr"
"zero_len=2",0,0,0.5
"zero_len=3",0.12,0,0.56
"zero_len=4",0.1,0,0.55
"zero_len=5",0.36,0,0.68
"zero_len=6",0.4,0,0.7
"zero_len=7",0.64,0,0.82
"zero_len=8",0.68,0,0.84
"zero_len=9",0.82,0.00105263157894737,0.909473684210526
"zero_len=10",0.88,0,0.94
