"","point_tp","point_fp","bcr"
"sin_coeff=6",0.14,0,0.57
"sin_coeff=6.5",0.24,0,0.62
"sin_coeff=7",0.3,0,0.65
"sin_coeff=7.5",0.3,0,0.65
"sin_coeff=8",0.62,0,0.81
"sin_coeff=8.5",0.76,0,0.88
"sin_coeff=9",0.82,0,0.91
"sin_coeff=9.5",0.88,0,0.94
"sin_coeff=10",0.94,0.00105263157894737,0.969473684210526
