"","point_tp","point_fp","bcr"
"q=6",0.08,0,0.54
"q=6.5",0.1,0,0.55
"q=7",0.12,0,0.56
"q=7.5",0.2,0,0.6
"q=8",0.38,0,0.69
"q=8.5",0.32,0,0.66
"q=9",0.44,0,0.72
"q=9.5",0.64,0,0.82
"q=10",0.64,0,0.82
