"","point_tp","point_fp","bcr"
"q=6",0.1,0,0.55
"q=6.5",0.15,0,0.575
"q=7",0.22,0,0.61
"q=7.5",0.21,0.00222222222222222,0.603888888888889
"q=8",0.29,0,0.645
"q=8.5",0.43,0,0.715
"q=9",0.48,0,0.74
"q=9.5",0.55,0,0.775
"q=10",0.57,0,0.785
