"","point_tp","point_fp","bcr"
"q=6",0.06,0,0.53
"q=6.5",0.12,0,0.56
"q=7",0.23,0,0.615
"q=7.5",0.2,0,0.6
"q=8",0.26,0,0.63
"q=8.5",0.31,0,0.655
"q=9",0.5,0.00111111111111111,0.749444444444444
"q=9.5",0.49,0,0.745
"q=10",0.46,0,0.73
