"","point_tp","point_fp","bcr"
"sin_coeff=6",0.14,0,0.57
"sin_coeff=6.5",0.14,0,0.57
"sin_coeff=7",0.32,0,0.66
"sin_coeff=7.5",0.46,0,0.73
"sin_coeff=8",0.54,0,0.77
"sin_coeff=8.5",0.7,0,0.85
"sin_coeff=9",0.92,0,0.96
"sin_coeff=9.5",0.92,0,0.96
"sin_coeff=10",0.98,0.00105263157894737,0.989473684210526
