"","point_tp","point_fp","bcr"
"sin_coeff=6",0.01,0,0.505
"sin_coeff=6.5",0.1,0,0.55
"sin_coeff=7",0.2,0,0.6
"sin_coeff=7.5",0.4,0,0.7
"sin_coeff=8",0.4,0,0.7
"sin_coeff=8.5",0.6,0,0.8
"sin_coeff=9",0.9,0,0.95
"sin_coeff=9.5",0.9,0,0.95
"sin_coeff=10",0.9,0,0.95
