"","point_tp","point_fp","bcr"
"zero_len=2",0,0,0.5
"zero_len=3",0,0,0.5
"zero_len=4",0.133333333333333,0,0.566666666666667
"zero_len=5",0.4,0,0.7
"zero_len=6",0.466666666666667,0,0.733333333333333
"zero_len=7",0.4,0,0.7
"zero_len=8",0.533333333333333,0,0.766666666666667
"zero_len=9",0.733333333333333,0,0.866666666666667
"zero_len=10",0.8,0,0.9
