"","point_tp","point_fp","bcr"
"q=6",0,0,0.5
"q=6.5",0,0,0.5
"q=7",0.1,0,0.55
"q=7.5",0.2,0,0.6
"q=8",0.3,0,0.65
"q=8.5",0.3,0,0.65
"q=9",0.3,0,0.65
"q=9.5",0.5,0,0.75
"q=10",0.5,0,0.75
