"","point_tp","point_fp","bcr"
"q=6",0.19,0,0.595
"q=6.5",0.2,0,0.6
"q=7",0.2,0,0.6
"q=7.5",0.5,0,0.75
"q=8",0.4,0,0.7
"q=8.5",0.7,0,0.85
"q=9",0.8,0,0.9
"q=9.5",0.8,0,0.9
"q=10",0.9,0,0.95
