"","point_tp","point_fp","bcr"
"zero_len=2",0,0,0.5
"zero_len=3",0,0,0.5
"zero_len=4",0,0,0.5
"zero_len=5",0.4,0,0.7
"zero_len=6",0.4,0,0.7
"zero_len=7",1,0,1
"zero_len=8",0.8,0,0.9
"zero_len=9",0.6,0,0.8
"zero_len=10",0.8,0,0.9
