"","point_tp","point_fp","bcr"
"q=6",0.11,0,0.555
"q=6.5",0.1,0,0.55
"q=7",0.2,0,0.6
"q=7.5",0.23,0,0.615
"q=8",0.39,0,0.695
"q=8.5",0.43,0,0.715
"q=9",0.55,0,0.775
"q=9.5",0.61,0,0.805
"q=10",0.67,0,0.835
