"","point_tp","point_fp","bcr"
"zero_len=2",0.01,0,0.505
"zero_len=3",0.17,0,0.585
"zero_len=4",0.34,0,0.67
"zero_len=5",0.4,0,0.7
"zero_len=6",0.61,0,0.805
"zero_len=7",0.82,0,0.91
"zero_len=8",0.75,0,0.875
"zero_len=9",0.88,0,0.94
"zero_len=10",0.9,0,0.95
