"","point_tp","point_fp","bcr"
"zero_len=2",0,0,0.5
"zero_len=3",0.04,0,0.52
"zero_len=4",0.36,0.00105263157894737,0.679473684210526
"zero_len=5",0.28,0,0.64
"zero_len=6",0.56,0,0.78
"zero_len=7",0.72,0,0.86
"zero_len=8",0.7,0,0.85
"zero_len=9",0.82,0,0.91
"zero_len=10",0.8,0,0.9
