"","point_tp","point_fp","bcr"
"zero_len=2",0.02,0,0.51
"zero_len=3",0.1,0,0.55
"zero_len=4",0.4,0,0.7
"zero_len=5",0.6,0,0.8
"zero_len=6",0.72,0,0.86
"zero_len=7",0.86,0,0.93
"zero_len=8",0.76,0,0.88
"zero_len=9",0.86,0,0.93
"zero_len=10",0.92,0,0.96
