"","point_tp","point_fp","bcr"
"q=6",0.06,0,0.53
"q=6.5",0.18,0,0.59
"q=7",0.18,0,0.59
"q=7.5",0.31,0,0.655
"q=8",0.49,0,0.745
"q=8.5",0.44,0,0.72
"q=9",0.57,0,0.785
"q=9.5",0.57,0,0.785
"q=10",0.74,0,0.87
