"","point_tp","point_fp","bcr"
"sin_coeff=6",0.106666666666667,0,0.553333333333333
"sin_coeff=6.5",0.0866666666666667,0,0.543333333333333
"sin_coeff=7",0.24,0,0.62
"sin_coeff=7.5",0.453333333333333,0,0.726666666666667
"sin_coeff=8",0.58,0,0.79
"sin_coeff=8.5",0.653333333333333,0,0.826666666666667
"sin_coeff=9",0.686666666666667,0,0.843333333333333
"sin_coeff=9.5",0.966666666666667,0,0.983333333333333
"sin_coeff=10",0.94,0,0.97
