"","point_tp","point_fp","bcr"
"zero_len=2",0,0,0.5
"zero_len=3",0.02,0,0.51
"zero_len=4",0.08,0,0.54
"zero_len=5",0.2,0,0.6
"zero_len=6",0.433333333333333,0,0.716666666666667
"zero_len=7",0.453333333333333,0,0.726666666666667
"zero_len=8",0.626666666666667,0,0.813333333333333
"zero_len=9",0.546666666666667,0,0.773333333333333
"zero_len=10",0.513333333333333,0,0.756666666666667
