"","point_tp","point_fp","bcr"
"zero_len=2",0,0,0.5
"zero_len=3",0.09,0,0.545
"zero_len=4",0.11,0,0.555
"zero_len=5",0.26,0.00111111111111111,0.629444444444444
"zero_len=6",0.5,0,0.75
"zero_len=7",0.63,0,0.815
"zero_len=8",0.52,0,0.76
"zero_len=9",0.67,0,0.835
"zero_len=10",0.73,0.00111111111111111,0.864444444444444
