"","point_tp","point_fp","bcr"
"sin_coeff=6",0.08,0,0.54
"sin_coeff=6.5",0.28,0,0.64
"sin_coeff=7",0.36,0,0.68
"sin_coeff=7.5",0.44,0,0.72
"sin_coeff=8",0.52,0,0.76
"sin_coeff=8.5",0.66,0,0.83
"sin_coeff=9",0.8,0,0.9
"sin_coeff=9.5",0.86,0,0.93
"sin_coeff=10",0.96,0,0.98
