"","point_tp","point_fp","bcr"
"q=6",0.08,0,0.54
"q=6.5",0.16,0,0.58
"q=7",0.18,0,0.59
"q=7.5",0.34,0,0.67
"q=8",0.22,0,0.61
"q=8.5",0.58,0,0.79
"q=9",0.5,0,0.75
"q=9.5",0.62,0,0.81
"q=10",0.76,0,0.88
