"","point_tp","point_fp","bcr"
"q=6",0.24,0,0.62
"q=6.5",0.16,0,0.58
"q=7",0.22,0,0.61
"q=7.5",0.28,0,0.64
"q=8",0.48,0,0.74
"q=8.5",0.5,0,0.75
"q=9",0.64,0,0.82
"q=9.5",0.58,0,0.79
"q=10",0.68,0,0.84
