"","point_tp","point_fp","bcr"
"sin_coeff=6",0.1,0,0.55
"sin_coeff=6.5",0.12,0,0.56
"sin_coeff=7",0.19,0,0.595
"sin_coeff=7.5",0.37,0,0.685
"sin_coeff=8",0.62,0,0.81
"sin_coeff=8.5",0.52,0,0.76
"sin_coeff=9",0.8,0,0.9
"sin_coeff=9.5",0.87,0,0.935
"sin_coeff=10",0.96,0,0.98
