"","point_tp","point_fp","bcr"
"q=6",0.4,0.00444444444444444,0.697777777777778
"q=6.5",0.57,0.0111111111111111,0.779444444444444
"q=7",0.75,0.00666666666666667,0.871666666666667
"q=7.5",0.88,0.0144444444444444,0.932777777777778
"q=8",0.92,0.0188888888888889,0.950555555555556
"q=8.5",0.86,0.00666666666666667,0.926666666666667
"q=9",0.85,0.00222222222222222,0.923888888888889
"q=9.5",0.95,0.00666666666666667,0.971666666666667
"q=10",0.98,0.0177777777777778,0.981111111111111
