"","point_tp","point_fp","bcr"
"q=6",0.56,0.0105263157894737,0.774736842105263
"q=6.5",0.76,0.0105263157894737,0.874736842105263
"q=7",0.86,0.00947368421052631,0.925263157894737
"q=7.5",0.86,0.00736842105263158,0.926315789473684
"q=8",0.88,0.0115789473684211,0.934210526315789
"q=8.5",0.96,0.0105263157894737,0.974736842105263
"q=9",0.96,0.00315789473684211,0.978421052631579
"q=9.5",1,0.0105263157894737,0.994736842105263
"q=10",0.94,0.0168421052631579,0.961578947368421
