"","point_tp","point_fp","bcr"
"zero_len=2",0.02,0.00111111111111111,0.509444444444444
"zero_len=3",0.1,0,0.55
"zero_len=4",0.31,0,0.655
"zero_len=5",0.46,0,0.73
"zero_len=6",0.63,0,0.815
"zero_len=7",0.66,0,0.83
"zero_len=8",0.81,0,0.905
"zero_len=9",0.83,0,0.915
"zero_len=10",0.85,0,0.925
