"","point_tp","point_fp","bcr"
"q=6",0.06,0,0.53
"q=6.5",0.14,0,0.57
"q=7",0.24,0,0.62
"q=7.5",0.2,0,0.6
"q=8",0.4,0,0.7
"q=8.5",0.3,0,0.65
"q=9",0.58,0,0.79
"q=9.5",0.36,0,0.68
"q=10",0.48,0,0.74
