"","point_tp","point_fp","bcr"
"sin_coeff=6",0.08,0,0.54
"sin_coeff=6.5",0.11,0,0.555
"sin_coeff=7",0.3,0,0.65
"sin_coeff=7.5",0.28,0,0.64
"sin_coeff=8",0.56,0,0.78
"sin_coeff=8.5",0.65,0,0.825
"sin_coeff=9",0.82,0,0.91
"sin_coeff=9.5",0.92,0,0.96
"sin_coeff=10",0.93,0,0.965
