"","point_tp","point_fp","bcr"
"sin_coeff=6",0.0533333333333333,0,0.526666666666667
"sin_coeff=6.5",0.106666666666667,0,0.553333333333333
"sin_coeff=7",0.233333333333333,0,0.616666666666667
"sin_coeff=7.5",0.253333333333333,0,0.626666666666667
"sin_coeff=8",0.366666666666667,0,0.683333333333333
"sin_coeff=8.5",0.506666666666667,0,0.753333333333333
"sin_coeff=9",0.68,0,0.84
"sin_coeff=9.5",0.84,0,0.92
"sin_coeff=10",0.926666666666667,0,0.963333333333333
