"","point_tp","point_fp","bcr"
"q=6",0.09,0,0.545
"q=6.5",0.14,0,0.57
"q=7",0.19,0,0.595
"q=7.5",0.26,0,0.63
"q=8",0.34,0,0.67
"q=8.5",0.3,0,0.65
"q=9",0.48,0,0.74
"q=9.5",0.38,0,0.69
"q=10",0.53,0,0.765
