"","point_tp","point_fp","bcr"
"sin_coeff=6",0.09,0,0.545
"sin_coeff=6.5",0.21,0,0.605
"sin_coeff=7",0.24,0,0.62
"sin_coeff=7.5",0.38,0.00111111111111111,0.689444444444445
"sin_coeff=8",0.41,0,0.705
"sin_coeff=8.5",0.64,0,0.82
"sin_coeff=9",0.67,0,0.835
"sin_coeff=9.5",0.75,0,0.875
"sin_coeff=10",0.92,0,0.96
