"","point_tp","point_fp","bcr"
"zero_len=2",0,0,0.5
"zero_len=3",0.04,0,0.52
"zero_len=4",0.11,0,0.555
"zero_len=5",0.28,0,0.64
"zero_len=6",0.31,0,0.655
"zero_len=7",0.57,0,0.785
"zero_len=8",0.64,0,0.82
"zero_len=9",0.77,0,0.885
"zero_len=10",0.77,0,0.885
