"","point_tp","point_fp","bcr"
"q=6",0.0733333333333333,0,0.536666666666667
"q=6.5",0.133333333333333,0,0.566666666666667
"q=7",0.146666666666667,0,0.573333333333333
"q=7.5",0.12,0,0.56
"q=8",0.226666666666667,0,0.613333333333333
"q=8.5",0.386666666666667,0,0.693333333333333
"q=9",0.393333333333333,0,0.696666666666667
"q=9.5",0.533333333333333,0,0.766666666666667
"q=10",0.493333333333333,0,0.746666666666667
